ANKRD53	3	111	9.52027355838325e-08	0.000627671635704208	0.027027027027027
DKFZP761J1410	8	2440	1.94177602774737e-07	0.00128001875749106	0.00327868852459016
RP11-102M11.2	6	1094	4.78104900891729e-07	0.00315118940177739	0.00548446069469835
STAG1	6	1107	4.93454022310047e-07	0.00325186200702321	0.00542005420054201
RP4-775C13.1	4	445	1.132523124725e-06	0.00746219486881305	0.00898876404494382
TBC1D12	5	755	1.32212934178533e-06	0.00871018810368174	0.00662251655629139
SLC7A13	4	419	1.43024385212964e-06	0.00942101625397795	0.00954653937947494
SOX15	5	1001	1.50773566187645e-06	0.00992994706911832	0.004995004995005
AKT3	5	1134	2.82269250351241e-06	0.0185874301356292	0.00440917107583774
RP11-436I9.6	2	81	3.64342443914811e-06	0.0239883065073512	0.0246913580246914
RN7SL226P	2	78	3.91336534422138e-06	0.0257616840610093	0.0256410256410256
CBFB	4	796	3.9472685007258e-06	0.0259809212717772	0.0050251256281407
SNORD89	2	62	4.88569371170922e-06	0.0321527503167583	0.032258064516129
FBXW8	4	589	5.14975033727438e-06	0.0338853572192654	0.0067911714770798
TM9SF1	6	1749	5.17549620104862e-06	0.0340495895066989	0.00343053173241852
LL22NC03-22A12.12	2	92	5.48062542604644e-06	0.0360515540525335	0.0217391304347826
NECAP1P1	1	9	5.60520878345461e-06	0.036865458168781	0.111111111111111
GPR53P	2	106	5.97491633180791e-06	0.0392910497979688	0.0188679245283019
XBP1	5	1377	6.51653262717655e-06	0.0428462020236858	0.00363108206245461
RP11-659G9.1	2	60	6.65214874651099e-06	0.0437312258595632	0.0333333333333333
MALAT1	6	1819	7.50118514714071e-06	0.0493052899721559	0.00329851566794942
